Entity,Type
Tok,GPE
"Daniel, Teal'c",ORG
O'Neill,ORG
Tok,PERSON
the System Lords,ORG
GARSHAW,PERSON
DANIEL,GPE
"TEAL'C 
Jolinar of Malk-shur",PERSON
Carter,PERSON
GARSHAW,PERSON
Cordesh,PERSON
Cordesh,PERSON
Cordesh,GPE
Garshaw,PERSON
Cordesh,GPE
Daniel,PERSON
Teal,PERSON
Tok'ra,PERSON
Daniel and Teal,WORK_OF_ART
Garshaw,GPE
O'Neill,PERSON
two,CARDINAL
Tok'ra,ORG
one,CARDINAL
Garshaw,PERSON
"GARSHAW 
Cordesh",PERSON
Cordesh,GPE
GARSHAW,PERSON
CORDESH,PERSON
Cordesh,GPE
O'Neill,PERSON
CORDESH,PERSON
GARSHAW,PERSON
Cordesh,PERSON
CORDESH,PERSON
Tok'ra,NORP
Garshaw,PERSON
Carter,PERSON
Jacob,PERSON
Selmak,PERSON
"JACOB 
Okay",PERSON
First,ORDINAL
Selmak,PERSON
"JACOB 
Huh?",PERSON
the next hundred or more years,DATE
Goa'uld,PERSON
first,ORDINAL
Goa'uld,PERSON
CARTER,PERSON
Dad,PERSON
"JACOB 
Right",PERSON
Goa'uld,PERSON
Sam,PERSON
Selmak,PERSON
Martouf,PERSON
Carter,PERSON
two,CARDINAL
SELMAK,PERSON
"JACOB 
Super.",PERSON
SELMAK,PERSON
Saroosh,PERSON
five,CARDINAL
Jacob,PERSON
Carter,PERSON
Jacob,PERSON
Lantesh,PERSON
Selmak,GPE
"JACOB 
Listen Sam",PERSON
CARTER,PERSON
one,CARDINAL
CARTER,PERSON
Selmak,GPE
"O'Neill, Teal'c",ORG
Garshaw,GPE
Daniel,PERSON
one,CARDINAL
Cordesh,PERSON
DANIEL,GPE
one,CARDINAL
Daniel,PERSON
Sam,PERSON
O'Neill,PERSON
GARSHAW,PERSON
four,CARDINAL
the Council Chambers,ORG
Jacob,PERSON
Saroosh,GPE
Carter,PERSON
Jacob,PERSON
CARTER,PERSON
Goa'uld,PERSON
MARTOUF,PERSON
Carter,PERSON
"JACOB 
Goodbye",PERSON
Carter,PERSON
Carter,PERSON
Selmak,PERSON
Jacob,PERSON
Jacob,PERSON
Selmak,PERSON
SELMAK,PERSON
Jacob,PERSON
Saroosh,GPE
Saroosh,PERSON
Jacob,PERSON
Jacob,PERSON
a few moments,TIME
Saroosh,GPE
SELMAK,PERSON
Jacob,PERSON
Jacob,PERSON
Carter,PERSON
Martouf,PERSON
Carter,PERSON
Jacob,PERSON
Martouf,PERSON
Saroosh,PERSON
Martouf,PERSON
one,CARDINAL
Jacob,PERSON
Selmak,PERSON
Goa'uld,PRODUCT
Carter,PERSON
Gate,FAC
Garshaw,PERSON
Carter,PERSON
ONE OF THE TOK'RA TUNNELS,PRODUCT
SG-1,FAC
Garshaw,GPE
O'Neill,PERSON
O'Neill,PERSON
Garshaw,PERSON
Goa'uld,ORG
O'Neill,PERSON
"Daniel, Teal'c",ORG
Tok'ra,PERSON
Garshaw,GPE
Cordesh,PERSON
one,CARDINAL
Garshaw,PERSON
two,CARDINAL
O'Neill,PERSON
Cordesh,PERSON
Goa'uld,PERSON
Jolinar of Malk-shur,PERSON
GARSHAW,PERSON
Cordesh,PERSON
the System Lords,ORG
Cordesh,PERSON
one,CARDINAL
Garshaw,PERSON
O'Neill,PERSON
GARSHAW,PERSON
O'Neill,PERSON
two,CARDINAL
Goa'uld,GPE
Vorash,PRODUCT
Carter,PERSON
Jacob,PERSON
Martouf,PERSON
Yosuf/Garshaw,FAC
SG-1,ORG
Selmak,GPE
Carter,PERSON
CARTER,PERSON
Selmak,PERSON
DANIEL,PERSON
Goa'uld,PERSON
MARTOUF,PERSON
Selmak,PERSON
Goa'uld,GPE
GARSHAW,PERSON
Jolinar,PERSON
Carter,PERSON
Goa'uld,PERSON
Daniel,PERSON
"Daniel, Teal'c",ORG
O'Neill,ORG
Garshaw,PERSON
Carter,PERSON
Martouf,PERSON
Jacob/Selmak,ORG
THE SURFACE OF VORASH,PRODUCT
Stargate,PRODUCT
Goa'uld,PERSON
Gate,FAC
"O'NEILL 
Daniel",PERSON
Teal'c's,ORG
Carter,PERSON
"TEAL'C 
O'Neill!",PERSON
About nine,CARDINAL
Daniel,PERSON
Stargate,PRODUCT
Gate,FAC
Stargate,PRODUCT
Jacob,PERSON
Carter,PERSON
CARTER,PERSON
INT—SGC GATE ROOM,ORG
"O'Neill, Hammond, Garshaw, Teal'c",WORK_OF_ART
Daniel,PERSON
HAMMOND,PERSON
"DANIEL 
Garshaw",PERSON
Martouf,GPE
Goa'uld,GPE
GARSHAW,PERSON
Martouf,PERSON
Daniel,PERSON
O'Neill,PERSON
VORASH,PERSON
Jacob,PERSON
Carter,PERSON
"JACOB 
Ah. 
 CARTER 
Dad",PERSON
Selmak,GPE
Sammy,PERSON
CARTER,PERSON
Kuwait,GPE
three,CARDINAL
the Ring Teleportation Device,PRODUCT
Hammond,PERSON
the Control Room,FAC
the P.A. System,ORG
Carter,PERSON
Jacob,PERSON
Martouf,GPE
Gate,FAC
Gate,FAC
Goa'uld,PERSON
first,ORDINAL
Earth,LOC
two,CARDINAL
Stargate,PRODUCT
CARTER,PERSON
Gate,FAC
Carter,PERSON
GDO,WORK_OF_ART
Klaxons,GPE
Hammond,PERSON
Gate,FAC
the Control Room,FAC
the P.A. System,ORG
THE SURFACE OF VORASH,PRODUCT
Carter,PERSON
Jacob,PERSON
Martouf,GPE
O'Neill,GPE
Hammond,GPE
Garshaw,GPE
Carter,PERSON
Jacob,PERSON
Martouf,GPE
Gate,FAC
Marine,ORG
SGC,ORG
Jacob/Selmak,ORG
Hammond,PERSON
GARSHAW,PERSON
Jacob,PERSON
one,CARDINAL
"JACOB 
Listen",PERSON
George,PERSON
Tok'ra,PERSON
O'Neill,PERSON
Martouf,PERSON
Carter,PERSON
Earth,LOC
GARSHAW,PERSON
Hammond,PERSON
Goa'uld,PERSON
GARSHAW,PERSON
the Tok'ra,FAC
GARSHAW,PERSON
HAMMOND,PERSON
Hammond,PERSON
Gate,FAC
Carter,PERSON
Martouf,PERSON
Stargate,PRODUCT
Martouf,PERSON
Jacob,PERSON
CARTER,PERSON
Stargate,PRODUCT
Garshaw,PERSON
Gate,FAC
O'Neill,PERSON
Tok'ra,PERSON
Tau'ri,GPE
the Goa'uld System Lords,ORG
a good day,DATE
Daniel,PERSON
Garshaw,PERSON
Sagan Institute,ORG
DANIEL,GPE
Gate,FAC
Selmak,PERSON
Jacob,PERSON
Carter,PERSON
Jacob,PERSON
O'Neill,PERSON
"JACOB 
Selmak",PERSON
O'Neill,PERSON
Martouf,PERSON
Garshaw,PERSON
Jacob,PERSON
Carter,PERSON
Stargate,PRODUCT
Kira Rothery,PERSON
Marcia for Solutions,ORG
16 Mar 03,DATE
"TEASER 
 INT—SGC",ORG
BRIEFING ROOM,FAC
Daniel,PERSON
O'Neill,PERSON
Carter,PERSON
Teal,PERSON
one,CARDINAL
Carter,PERSON
O'Neill,PERSON
Hammond,PERSON
HAMMOND,PERSON
Goa'uld,PERSON
"HAMMOND 
Trinium",ORG
Conner,PERSON
SG-11,ORG
100,CARDINAL
one,CARDINAL
Trinium,PRODUCT
SG-11,PRODUCT
Trinium,PRODUCT
this morning,TIME
48 hours,TIME
weekly,DATE
UAV,ORG
Conner,PERSON
a few miles,QUANTITY
SG-11,PRODUCT
SG-1,ORG
Hammond,PERSON
O'Neill,PERSON
HAMMOND,PERSON
O'Neill,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Carter,PERSON
Teal,PERSON
O'Neill,PERSON
one,CARDINAL
a few days,DATE
"CARTER 
Right",PERSON
DANIEL,GPE
North American,NORP
Daniel,PERSON
half,CARDINAL
Carter,PERSON
O'Neill,PERSON
"CARTER 
Our",ORG
Trinium,PRODUCT
Native Americans,NORP
the past few hundred years,DATE
Hammond,PERSON
O'Neill,PERSON
Daniel,PERSON
HAMMOND,PERSON
Pentagon,FAC
SG-11,ORG
Trinium,ORG
HAMMOND,PERSON
secondary,ORDINAL
SG-1,ORG
"CARTER 
Yes",PERSON
Daniel,PERSON
Teal'c,ORG
Teal,ORG
Hammond,PERSON
three,CARDINAL
"O'NEILL 
Sam",PERSON
Carter,PERSON
O'Neill,PERSON
First,ORDINAL
CARTER,PERSON
Hammond,PERSON
SG-11's camp,FAC
Carter,PERSON
Daniel,PERSON
TEAL'C,ORG
Carter,PERSON
Daniel,PERSON
"CARTER 
Ugh…",ORG
Daniel,PERSON
47 pounds,QUANTITY
Trinium,GPE
four,CARDINAL
Conner,PERSON
Teal,PERSON
two,CARDINAL
first,ORDINAL
second,ORDINAL
SG-11,PRODUCT
second,ORDINAL
first,ORDINAL
Teal,PERSON
Teal,PERSON
Teal,PERSON
Carter,PERSON
Daniel,PERSON
TEAL'C,ORG
"TEAL'C 
Jaffa",ORG
Carter,PERSON
Daniel,PERSON
Teal,ORG
Carter,PERSON
Teal,PERSON
Carter,PERSON
Daniel,PERSON
Carter,PERSON
Carter,PERSON
"CARTER 
Trinium",PERSON
Teal,PERSON
Daniel,PERSON
Salish Indians,NORP
Jaffa,LOC
Earth,LOC
CARTER,PERSON
Goa'uld,LOC
DANIEL,GPE
Goa'uld,PERSON
Xe,PERSON
"CARTER 
Xe-ls",PERSON
DANIEL,PERSON
Salish,PERSON
Earth,LOC
Teal,PERSON
Teal,PERSON
Carter,PERSON
Teal,PERSON
DANIEL,GPE
Teal'c,PERSON
second,ORDINAL
"CARTER 
Teal'c",PERSON
Two,CARDINAL
Teal,PERSON
Carter,PERSON
Daniel,PERSON
Carter,PERSON
five,CARDINAL
Native American,NORP
Carter,PERSON
Daniel,PERSON
Carter,PERSON
Conner,PERSON
SG-11,ORG
Carter,PERSON
DANIEL,GPE
Salish,LOC
Earth,LOC
CARTER,PERSON
Three,CARDINAL
TONANE,PERSON
Tonane,PERSON
Samantha Carter,PERSON
SGC,ORG
"TONANE 
Long",PERSON
Sam,PERSON
Daniel Jackson,PERSON
Doc,PERSON
Daniel,PERSON
Teal,PERSON
Tonane,PERSON
"CARTER 
Self-defense",PERSON
TONANE,PERSON
Sam,PERSON
"TONANE 
Xe",ORG
T'akaya,PERSON
CARTER,PERSON
SG-1,FAC
CARTER,PERSON
Tonane,PERSON
TONANE,PERSON
"CARTER 
Ke…Trinium?",PERSON
Xe-ls,PERSON
CARTER,PERSON
Xe-ls,PERSON
Xe-ls,PERSON
Carter,PERSON
Daniel,PERSON
Sam,PERSON
"CARTER 
Right",PERSON
Tonane,GPE
TEAL'C,PERSON
Tonane,PERSON
"CARTER 
Well",PERSON
SG-11,PERSON
Carter,PERSON
Tonane,PERSON
Daniel,PERSON
Teal,PERSON
one,CARDINAL
Carter,PERSON
Teal,PERSON
Carter,PERSON
Tonane,PERSON
"CARTER 
Tonane",PERSON
first,ORDINAL
"CARTER 
Oh.",PERSON
"TONANE 
Xe-ls",PERSON
T'akaya,PERSON
TONANE,PERSON
Teal,PERSON
Carter,PERSON
Tonane,GPE
Teal,LOC
"TONANE 
 T'akaya",PERSON
today,DATE
Carter,PERSON
Carter,PERSON
"CARTER 
T'akaya",PERSON
Daniel,PERSON
Carter,PERSON
Tonane,PERSON
Sam,PERSON
T'akaya,PERSON
"DANIEL 
Tonane",PERSON
Xe,FAC
Daniel,PERSON
Daniel,PERSON
Xe-ls,FAC
"DANIEL 
Xe-ls",PERSON
Daniel,PERSON
Sam,PERSON
"CARTER 
Riiight",PERSON
DANIEL,GPE
Daniel,PERSON
Tonane,PERSON
Xe,PERSON
Xe-ls,PERSON
Tonane,PERSON
SG-1,PRODUCT
Tonane,PERSON
"TONANE 
Xe",ORG
Carter,PERSON
Carter,PERSON
T'akaya,PERSON
seven,CARDINAL
SG-11,ORG
Carter,PERSON
TONANE,PERSON
Sam,PERSON
Tonane,GPE
SG-1,FAC
SG-11,FAC
Conner,PERSON
the last 48 hours,TIME
3-day,DATE
Tonane,PERSON
Conner,PERSON
Conner,PERSON
Tonane,PERSON
Tonane,PERSON
two,CARDINAL
Tonane,PERSON
Conner,PERSON
Sam,PERSON
Carter,PERSON
Sam,PERSON
Carter,PERSON
2,CARDINAL
Elder 1,PERSON
2,CARDINAL
2,CARDINAL
1,CARDINAL
Tonane,PERSON
1,CARDINAL
Carter,PERSON
O'Neill,PERSON
Tonane,PERSON
Tonane,PERSON
Hammond,PERSON
George,PERSON
HAMMOND,PERSON
first,ORDINAL
George,PERSON
"HAMMOND 
Tonane",PERSON
Jack O'Neill,PERSON
Jack,PERSON
O'Neill,PERSON
Tonane,PERSON
HAMMOND,PERSON
Tonane,PERSON
Tonane,GPE
Tonane,PERSON
Tonane,GPE
Tonane,PERSON
SG-1,ORG
Hammond,PERSON
Conner,PERSON
Tonane,PERSON
Daniel,PERSON
HAMMOND,PERSON
first,ORDINAL
Tonane,PERSON
Jack,PERSON
Jackson,PERSON
Tonane,PERSON
Daniel,PERSON
Trinium,FAC
over thousands of years,DATE
Trinium,ORG
Tonane,PERSON
"CARTER 
Initiatives",ORG
NID,ORG
Pentagon,ORG
Salish,GPE
SG,ORG
Salish,PERSON
HAMMOND,PERSON
Tonane,PERSON
Goa'uld,PERSON
Trinium,ORG
Pentagon,ORG
HAMMOND,PERSON
Hammond,PERSON
Conners,PERSON
O'Neill,PERSON
Carter,PERSON
Teal'c,ORG
"CARTER 
Colonel",PERSON
Carter,PERSON
O'Neill,ORG
Teal,ORG
Carter,PERSON
Teal,PERSON
INT—SGC,ORG
Conner,PERSON
Hammond,PERSON
HAMMOND,PERSON
Conner,PERSON
Conner,PERSON
five,CARDINAL
SG-11,ORG
Tonane,PERSON
Earthlings,NORP
Conner,PERSON
one,CARDINAL
SGC,ORG
P.A. System,ORG
9,CARDINAL
9,CARDINAL
O'Neill,PERSON
one,CARDINAL
second,ORDINAL
two,CARDINAL
SG-11,ORG
a second,TIME
9,CARDINAL
INT—SGC,ORG
Daniel,PERSON
Tonane,GPE
Daniel,PERSON
Tonane,PERSON
Daniel,PERSON
O'Neill,GPE
Carter,PERSON
Teal,PERSON
"Jeez! 
 CARTER",PERSON
9,CARDINAL
SG-11,PRODUCT
SG-11,ORG
Tonane,PERSON
Daniel,PERSON
O'Neill,PERSON
first,ORDINAL
O'Neill,PERSON
Warner,PERSON
"O'NEILL 
Warner",ORG
Carter,PERSON
Teal,PERSON
Warner,PERSON
Tonane,PERSON
O'Neill,PERSON
Carter,PERSON
Conner,PERSON
Tonane,PERSON
Warner,PERSON
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
"O'NEILL 
Meaningless",ORG
Carter,PERSON
Teal,PERSON
Warner,PERSON
Warner,PERSON
O'Neill,PERSON
Warner,PERSON
Zat,PERSON
one,CARDINAL
Tonane,PERSON
O'Neill,PERSON
WARNER,PERSON
Teal,PERSON
O'Neill,PERSON
Teal,PERSON
Two,CARDINAL
Hammond,PERSON
Hammond,PERSON
two,CARDINAL
Hammond,PERSON
Xe-ls,PERSON
Hammond,PERSON
T'akaya,PERSON
Xe-ls,PERSON
Tonane,PERSON
Xe,PERSON
Tonane,PERSON
T'akaya,PERSON
Hammond,PERSON
Daniel,PERSON
Tonane,PERSON
Daniel,PERSON
Tonane,GPE
DANIEL,GPE
Tonane,GPE
Jack,PERSON
Carter,PERSON
Teal'c,ORG
Daniel,PERSON
Tonane,PERSON
Jack,PERSON
Daniel,PERSON
Tonane,PERSON
Daniel,PERSON
Conner,PERSON
SG-11,PERSON
O'Neill,PERSON
Tonane,PERSON
Xe-ls,GPE
Tonane,PERSON
Xe-ls appearance,WORK_OF_ART
one,CARDINAL
Xe-ls,PERSON
"TONANE 
Xe",GPE
Xe-ls,PERSON
Jack,PERSON
Teal,PERSON
"O'NEILL 
Tonane",PERSON
Xe-ls,PERSON
Jack,PERSON
T'akaya,ORG
Three,CARDINAL
Tonane,PERSON
SG-1,ORG
DANIEL,GPE
Tonane,PERSON
Trinium,ORG
DANIEL,GPE
O'Neill,PERSON
Teal,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,ORG
Carter,PERSON
Tonane,ORG
Xe-ls,ORG
Tonane,PERSON
INT—SGC,ORG
Daniel,PERSON
Teal,PERSON
Daniel,PERSON
Teal,PERSON
Gate,FAC
Daniel,PERSON
DANIEL,PERSON
first,ORDINAL
Daniel,PERSON
Gate,FAC
Teal,PERSON
"DANIEL 
T'akaya",PERSON
T'akaya,PERSON
Daniel,PERSON
two,CARDINAL
Teal,PERSON
Zat,PERSON
Daniel,PERSON
Teal,PERSON
T'akaya,PERSON
Xe-ls,PERSON
T'akaya,PERSON
"CARTER 
Sir",PERSON
Zat,PERSON
Tonane,PERSON
Carter,PERSON
Zat,PERSON
O'Neill,PERSON
Daniel,PERSON
Jack,PERSON
Xe-ls,PERSON
O'Neill,PERSON
Daniel,PERSON
T'akaya,PERSON
Daniel,PERSON
six,CARDINAL
three,CARDINAL
Xe-ls',FAC
Xe,PRODUCT
T'akaya,GPE
T'akaya,PERSON
Xe-ls head,PERSON
XE-LS,PRODUCT
T'akaya,GPE
Xe-ls,PERSON
XE-LS,ORG
XE-LS,ORG
Tonane,PERSON
T'AKAYA,PERSON
Stargate,PRODUCT
T'akaya,PERSON
Xe-ls,PERSON
"T'AKAYA 
Star",ORG
Gate,FAC
XE-LS,PRODUCT
second,ORDINAL
Tonane,PERSON
T'AKAYA,PERSON
Goa'uld,NORP
Salish,NORP
Salish,NORP
Tonane,PERSON
T'AKAYA,PERSON
Tonane,PERSON
Jack,PERSON
Tonane,PERSON
"O'NEILL 
Tonane",PERSON
Tonane,PERSON
Xe-ls,GPE
T'akaya,PERSON
one,CARDINAL
Tonane,PERSON
TONANE,PERSON
O'Neill,PERSON
Jack,PERSON
Gate,FAC
Tonane,GPE
T'AKAYA,PERSON
Daniel,PERSON
Xe,FAC
Gate,FAC
HAMMOND,PERSON
O'Neill,PERSON
O'Neill,PERSON
Tonane,PERSON
Hammond,PERSON
Tonane,PERSON
Tonane,GPE
Kira Rothery,PERSON
Marcia for Solutions,ORG
07 Mar 03,DATE
Stargate,GPE
SG-1,ORG
Hammond,PERSON
the 5 weeks,DATE
PX7-941,FAC
DANIEL,GPE
Madrona,GPE
first,ORDINAL
HAMMOND,PERSON
SCG,ORG
Goa'uld,ORG
CARTER,PERSON
about 900 years ago,DATE
Madronans,NORP
"CARTER 
Weather",ORG
Madronans,PERSON
Touchstone,ORG
HAMMOND,PERSON
Carter,PERSON
Touchstone,ORG
a few days,DATE
CARTER,PERSON
Touchstone,PERSON
Carter,PERSON
O'Neill,PERSON
Stargate,PRODUCT
Daniel,PERSON
DANIEL,GPE
Roham,GPE
La Moor,GPE
PRINCESS LA,GPE
Uncle,PERSON
Touchstone,ORG
La Moor,PERSON
Roham,PERSON
O'Neill,ORG
Touchstone,PERSON
CARTER,PERSON
Touchstone,ORG
Carter,PERSON
LA MOOR,GPE
PRINCESS LA MOOR,ORG
Touchstone,FAC
night,TIME
Carter,PERSON
Stargate,PRODUCT
Daniel,PERSON
PRINCESS LA MOOR,ORG
Teal,PERSON
O'Neill,PERSON
"ROHAM 
Guards",ORG
Beretta,PERSON
"Teal'c, Daniel",ORG
Carter,PERSON
one,CARDINAL
Touchstone,ORG
Rohan,PERSON
Roham,PERSON
O'Neill,PERSON
La Moor,FAC
"O'NEILL 
Caring",ORG
LA MOOR,GPE
Touchstone,PERSON
Gate,FAC
Earth,LOC
PRINCESS LA MOOR,FAC
this day,DATE
Two,CARDINAL
O'Neill,PERSON
SG-1,FAC
the Gate Room,FAC
INT—SGC—HAMMOND'S OFFICE,ORG
Hammond,PERSON
O'Neill,GPE
HAMMOND,PERSON
Hammond,PERSON
O'Neill,ORG
Hammond,PERSON
Touchstone,ORG
SGC,ORG
Stargate,PRODUCT
one,CARDINAL
SG,ORG
Carter,PERSON
Gate,FAC
HAMMOND,PERSON
Stargate,PRODUCT
O'Neill,GPE
Carter,PERSON
O'Neill,PERSON
Carter,PERSON
Daniel,PERSON
Teal'c,ORG
Touchstone,FAC
the Weather Channel,ORG
"TEAL'C 
Observe",ORG
O'Neill,ORG
El Nino,LOC
America,GPE
O'Neill,PERSON
VOICE OF TV,ORG
Phoenix,GPE
Arizona,GPE
Palm Springs,GPE
California,GPE
"Florida 
 DANIEL",GPE
Albuquerque,GPE
Panhandle,GPE
three,CARDINAL
Touchstone,ORG
Daniel,PERSON
O'Neill,ORG
Madrona,GPE
Earth,LOC
Earth,LOC
three days ago,DATE
SG-2,ORG
roughly the same hour,TIME
Touchstone,PRODUCT
SG-2's,FAC
Madrona,GPE
DANIEL,PERSON
second,ORDINAL
Antarctic,LOC
Carter,PERSON
SG-2,ORG
second,ORDINAL
Touchstone,PRODUCT
Gate,FAC
second,ORDINAL
second,ORDINAL
SG-2,ORG
SG-2's,ORG
"O'NEILL 
Bearing",ORG
Carter,PERSON
third,ORDINAL
second,ORDINAL
DANIEL,PERSON
second,ORDINAL
INT—SGC,ORG
HAMMOND'S OFFICE,ORG
Hammond,PERSON
Hammond,PERSON
O'Neill,PERSON
O'Neill,ORG
O'Neill,PERSON
Hammond,PERSON
Hammond,PERSON
"HAMMOND 
Carter",PERSON
second,ORDINAL
Gate,PERSON
HAMMOND,PERSON
second,ORDINAL
HAMMOND,PERSON
today,DATE
HAMMOND,PERSON
SG,ORG
HAMMOND,PERSON
30 years,DATE
Touchstone,PERSON
HAMMOND,PERSON
the White House,FAC
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Hammond,GPE
O'Neill,GPE
Daniel,PERSON
Teal'c,ORG
Carter,PERSON
Touchstone,PRODUCT
Earth,LOC
one,CARDINAL
two,CARDINAL
NOAA,ORG
HAMMOND,PERSON
the Nevada desert,LOC
Nevada,GPE
Hammond,PERSON
O'Neill,PERSON
second,ORDINAL
Nevada,GPE
Nellis,PERSON
Daniel,PERSON
Touchstone,ORG
HAMMOND,PERSON
Nellis,PERSON
Maybourne,PERSON
"DANIEL 
Nellis",PERSON
The Groom Lake Facility,FAC
"O'NEILL 
Area 51",ORG
Daniel,PERSON
O'Neill,ORG
Hammond,GPE
SG-1,FAC
MALP,ORG
Madrona,GPE
up to 80 miles,QUANTITY
48 hours,TIME
72,DATE
Nevada,GPE
Nellis,PERSON
Hammond,PERSON
O'Neill,PERSON
the Groom Lake Facility,FAC
three,CARDINAL
O'Neill,GPE
Chevy,ORG
SG-1,PRODUCT
O'Neill,PERSON
Reynolds,PERSON
NID,ORG
51,CARDINAL
Captain Carter,PERSON
Jackson,PERSON
Teal,PERSON
Ma'am,PERSON
Maybourne,PERSON
SG,ORG
O'Neill,PERSON
Reynolds,PERSON
Heliopolis,ORG
Jackson,PERSON
Dobson,PERSON
483,CARDINAL
Dobson,PERSON
Reynolds,PERSON
Two,CARDINAL
O'Neill,PERSON
Daniel,PERSON
two,CARDINAL
Carter,PERSON
Area 51,FAC
Reynolds,PERSON
Jaffa,PERSON
Maybourne,ORG
O'Neill,PERSON
Maybourne,GPE
Reynolds,PERSON
Maybourne,GPE
Teal,PERSON
MAYBOURNE,PERSON
O'Neill,PERSON
O'Neill,PERSON
Touchstone,PERSON
Madrona PX7-941,PRODUCT
MAYBOURNE,PERSON
MAYBOURNE,PERSON
SGC,ORG
Touchstone,PERSON
DANIEL,PERSON
second,ORDINAL
Stargate,PRODUCT
Maybourne,PERSON
Teal,PERSON
Maybourne,PERSON
O'Neill,PERSON
Teal,PERSON
SG-1,ORG
Maybourne,PERSON
SG-1,FAC
Maybourne,GPE
"O'NEILL 
Carter",PERSON
O'Neill,ORG
Stargate,PRODUCT
Gate,PERSON
Antarctic,LOC
Harry,PERSON
"CARTER 
 Uh…Colonel.",PERSON
Carter,PERSON
Maybourne,PERSON
O'Neill,PERSON
Gate,FAC
Daniel,PERSON
Maybourne,ORG
Antarctic,LOC
O'Neill,PERSON
Daniel,PERSON
"CARTER 
This Gate's",FAC
Stargate,PRODUCT
Maybourne,GPE
Maybourne,PERSON
Stargate,PRODUCT
MAYBOURNE,PERSON
Stargate,PRODUCT
O'Neill,PERSON
Maybourne,PERSON
Jack,PERSON
one,CARDINAL
O'Neill,PERSON
Maybourne,GPE
Maybourne,PERSON
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Carter,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,PERSON
Hammond,PERSON
Stargate,PRODUCT
Touchstone,PERSON
zero,CARDINAL
Earth,LOC
Touchstone,FAC
second,ORDINAL
Earth,LOC
APB,ORG
two,CARDINAL
39,CARDINAL
O'Neill,PERSON
Gate,FAC
Madrona,GPE
180,CARDINAL
second,ORDINAL
Earth,LOC
TEAL'C,ORG
Carter,PERSON
Earth,LOC
Madrona,PRODUCT
Gate,FAC
two,CARDINAL
HAMMOND,PERSON
MALP,PRODUCT
"CARTER 
Perfect",PERSON
GPS,PRODUCT
MALP,ORG
Madrona,PERSON
Gate,FAC
O'Neill,GPE
Daniel,PERSON
Carter,PERSON
Hammond,PERSON
Teal,PERSON
Stargate,PRODUCT
the Madronan Gate,FAC
MADRONAN TEMPLE,FAC
Roham,GPE
Princess La Moor,FAC
Uncle Roham,PERSON
Touchstone,PERSON
LA MOOR,GPE
DANIEL,GPE
Touchstone,FAC
O'Neill,PERSON
Daniel,PERSON
Stargate,PRODUCT
Daniel,PERSON
DHD,ORG
Carter,PERSON
O'Neill,GPE
Daniel,PERSON
Daniel,PERSON
DHD,ORG
Gate,PRODUCT
WORMHOLE TRAVEL SHOT,ORG
Chevrons on the Gate,FAC
"HAMMOND 
Status",ORG
Earth,LOC
HAMMOND,PERSON
13,CARDINAL
HAMMOND,PERSON
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
NIGHT SHOT,WORK_OF_ART
General Hammond,ORG
Carter,PERSON
Teal,PERSON
O'Neill,GPE
Daniel,PERSON
"O'NEILL 
Carter",PERSON
MALP,ORG
CARTER,PERSON
Southern Utah,LOC
Southern Utah,LOC
DANIEL,GPE
one,CARDINAL
SG-1,ORG
O'Neill,ORG
Daniel,PERSON
Hammond,PERSON
George,PERSON
Two,CARDINAL
Stargate,PRODUCT
Whitlow,PERSON
George,PERSON
Stargate,PRODUCT
HAMMOND,PERSON
second,ORDINAL
Whitlow,PERSON
NSA,ORG
CIA,ORG
George,PERSON
HAMMOND,PERSON
Nellis,PERSON
Nellis,PERSON
Stargate,PRODUCT
Southern Utah,LOC
Southern Utah,LOC
C-5,PRODUCT
NID,ORG
Utah,GPE
a C-5,PRODUCT
Stargate,PRODUCT
the Black Mountains,LOC
About 40,CARDINAL
Parowan,GPE
HAMMOND,PERSON
"WHITLOW 
George",PERSON
Hammond,PERSON
Hammond,PERSON
SG-1,FAC
one,CARDINAL
Hammond,PERSON
"HAMMOND 
Ok",GPE
NID,ORG
C-5,PRODUCT
Air Force,ORG
Hill Air Force Base,FAC
Teal,PERSON
Daniel,PERSON
HAMMOND,PERSON
One,CARDINAL
Gate,PERSON
Touchstone,PERSON
CARTER,PERSON
American,NORP
O'Neill,PERSON
Carter,PERSON
EXT—LARGE BUILDING,ORG
O'Neill,PERSON
Gate,FAC
O'Neill,PERSON
Stargate,PRODUCT
two,CARDINAL
C-5,PRODUCT
SG-1,ORG
two,CARDINAL
one,CARDINAL
SG-1,ORG
three,CARDINAL
O'Neill,PERSON
Gate,FAC
Gate,FAC
DHD,PRODUCT
O'Neill,PERSON
NID,ORG
Two,CARDINAL
O'Neill,PERSON
NID,ORG
Daniel,PERSON
DHD,PRODUCT
"DANIEL 
Arrrgh",PERSON
DANIEL,GPE
Touchstone,PRODUCT
MEDRONAN,ORG
SG-1,FAC
Gate,FAC
Roham,PERSON
Princess La Moor,FAC
Stargate,PRODUCT
Uncle Roham,PERSON
Touchstone,PERSON
