Text,Upos,Xpos
another,DET,DT
night,NOUN,NN
like,ADP,IN
that,PRON,DT
",",PUNCT,","
Captain,PROPN,NNP
.,PUNCT,.
KAWALKSI,INTJ,UH
Yeah,INTJ,UH
",",PUNCT,","
gets,VERB,VBZ
a,DET,DT
little,ADJ,JJ
chilly,ADJ,JJ
on,ADP,IN
this,DET,DT
planet,NOUN,NN
at,ADP,IN
night,NOUN,NN
.,PUNCT,.
The,DET,DT
colonel,NOUN,NN
should,AUX,MD
've,AUX,VB
sent,VERB,VBN
us,PRON,PRP
a,DET,DT
radio,NOUN,NN
message,NOUN,NN
by,ADP,IN
now,ADV,RB
.,PUNCT,.
WARREN,PROPN,NNP
When,ADV,WRB
do,AUX,VBP
you,PRON,PRP
have,VERB,VB
to,PART,TO
make,VERB,VB
your,PRON,PRP$
decision,NOUN,NN
",",PUNCT,","
whether,SCONJ,IN
or,CCONJ,CC
not,ADV,RB
to,PART,TO
go,VERB,VB
back,ADV,RB
through,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
?,PUNCT,.
KAWALSKY,ADV,RB
That,PRON,DT
'll,AUX,MD
be,AUX,VB
about,ADP,IN
when,ADV,WRB
hell,NOUN,NN
freezes,VERB,VBZ
over,ADV,RB
.,PUNCT,.
WARREN,PROPN,NNP
I,PRON,PRP
think,VERB,VBP
that,PRON,DT
pretty,ADV,RB
much,ADV,RB
describes,VERB,VBZ
our,PRON,PRP$
current,ADJ,JJ
situation,NOUN,NN
.,PUNCT,.
KAWALSKY,ADJ,JJ
We,PRON,PRP
are,AUX,VBP
not,PART,RB
leaving,VERB,VBG
here,ADV,RB
without,ADP,IN
the,DET,DT
colonel,NOUN,NN
",",PUNCT,","
is,AUX,VBZ
that,PRON,DT
understood,VERB,VBN
?,PUNCT,.
Another,DET,DT
fine,ADJ,JJ
day,NOUN,NN
on,ADP,IN
Planet,PROPN,NNP
Kawalsky,PROPN,NNP
.,PUNCT,.
INT,NOUN,NN
—,PUNCT,","
APOPHIS'S,PROPN,NNP
PALACE,NOUN,NN
",",PUNCT,","
HOLDING,NOUN,NN
ROOM,NOUN,NN
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
is,AUX,VBZ
testing,VERB,VBG
the,DET,DT
strength,NOUN,NN
of,ADP,IN
bars,NOUN,NNS
on,ADP,IN
one,NUM,CD
of,ADP,IN
the,DET,DT
room,NOUN,NN
's,PART,POS
windows,NOUN,NNS
.,PUNCT,.
He,PRON,PRP
climbs,VERB,VBZ
down,ADV,RB
to,PART,TO
rejoin,VERB,VB
Skaara,PROPN,NNP
.,PUNCT,.
Carter,PROPN,NNP
is,AUX,VBZ
sitting,VERB,VBG
with,ADP,IN
Daniel,PROPN,NNP
a,DET,DT
small,ADJ,JJ
distance,NOUN,NN
away,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
So,ADV,RB
Ra,PROPN,NNP
is,AUX,VBZ
n't,PART,RB
dead,ADJ,JJ
after,ADV,RB
all,DET,DT
.,PUNCT,.
DANIEL,PROPN,NNP
No,INTJ,UH
",",PUNCT,","
it,PRON,PRP
was,AUX,VBD
n't,PART,RB
Ra.,PROPN,NNP
It,PRON,PRP
was,AUX,VBD
Apophis,PROPN,NNP
.,PUNCT,.
CARTER,PROPN,NNP
Who,PRON,WP
?,PUNCT,.
DANIEL,PROPN,NNP
Um,INTJ,UH
",",PUNCT,","
it,PRON,PRP
's,AUX,VBZ
from,ADP,IN
Egyptian,ADJ,JJ
mythology,NOUN,NN
.,PUNCT,.
Ra,PROPN,NNP
was,AUX,VBD
the,DET,DT
sun,NOUN,NN
god,PROPN,NNP
who,PRON,WP
ruled,VERB,VBD
the,DET,DT
day,NOUN,NN
.,PUNCT,.
Apophis,PROPN,NNP
was,AUX,VBD
the,DET,DT
serpent,NOUN,NN
guard,NOUN,NN
",",PUNCT,","
Ra,PROPN,NNP
's,PART,POS
rival,NOUN,NN
who,PRON,WP
ruled,VERB,VBD
the,DET,DT
night,NOUN,NN
.,PUNCT,.
It,PRON,PRP
's,AUX,VBZ
right,ADV,RB
out,ADP,IN
of,ADP,IN
The,DET,DT
Book,PROPN,NNP
of,ADP,IN
the,DET,DT
Dead,PROPN,NNP
.,PUNCT,.
They,PRON,PRP
're,AUX,VBP
living,VERB,VBG
it,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
and,CCONJ,CC
Skaara,PROPN,NNP
walk,VERB,VBP
the,DET,DT
room,NOUN,NN
's,PART,POS
perimeters,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
SKAARA,INTJ,UH
We,PRON,PRP
will,AUX,MD
save,VERB,VB
Sha're,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
ca,AUX,MD
n't,PART,RB
promise,VERB,VB
you,PRON,PRP
anything,PRON,NN
at,ADP,IN
the,DET,DT
moment,NOUN,NN
…,PUNCT,.
SKAARA,PROPN,NNP
But,CCONJ,CC
you,PRON,PRP
are,AUX,VBP
a,DET,DT
great,ADJ,JJ
warrior,NOUN,NN
!,PUNCT,.
We,PRON,PRP
defeated,VERB,VBD
Ra,PROPN,NNP
together,ADV,RB
!,PUNCT,.
O'NEILL,PROPN,NNP
I,PRON,PRP
know,VERB,VBP
",",PUNCT,","
but,CCONJ,CC
take,VERB,VBP
a,DET,DT
look,NOUN,NN
around,ADP,IN
here,ADV,RB
.,PUNCT,.
Look,VERB,VB
what,PRON,WP
we,PRON,PRP
're,AUX,VBP
up,ADV,RB
against,ADP,IN
.,PUNCT,.
[,PUNCT,-LRB-
Skaara,PROPN,NNP
glares,VERB,VBZ
at,ADP,IN
O'Neill,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
We,PRON,PRP
'll,AUX,MD
try,VERB,VB
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
move,VERB,VBP
over,ADV,RB
to,ADP,IN
the,DET,DT
others,NOUN,NNS
as,ADP,IN
the,DET,DT
doors,NOUN,NNS
open,VERB,VBP
and,CCONJ,CC
guards,NOUN,NNS
march,PROPN,NNP
in,ADV,RB
",",PUNCT,","
led,VERB,VBN
by,ADP,IN
Teal,PROPN,NNP
'c,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
TEAL,PROPN,NNP
'C,ADP,IN
Shaka,PROPN,NNP
ha,NOUN,NN
!,PUNCT,.
Kree,PROPN,NNP
hol,PROPN,NNP
mel,PROPN,NNP
",",PUNCT,","
Goa'uld,PROPN,NNP
!,PUNCT,.
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
Skaara,PROPN,NNP
),PUNCT,-RRB-
What,PRON,WP
'd,AUX,MD
he,PRON,PRP
say,VERB,VB
?,PUNCT,.
SKAARA,INTJ,UH
They,PRON,PRP
're,AUX,VBP
going,VERB,VBG
to,PART,TO
choose,VERB,VB
.,PUNCT,.
CARTER,PROPN,NNP
Choose,VERB,VB
what,PRON,WP
?,PUNCT,.
SKAARA,PROPN,NNP
Who,PRON,WP
will,AUX,MD
be,AUX,VB
the,DET,DT
children,NOUN,NNS
of,ADP,IN
the,DET,DT
gods,NOUN,NNS
.,PUNCT,.
[,PUNCT,-LRB-
A,DET,DT
royal,NOUN,NN
box,NOUN,NN
is,AUX,VBZ
brought,VERB,VBN
in,ADP,RP
",",PUNCT,","
and,CCONJ,CC
Apophis,PROPN,NNP
emerges,VERB,VBZ
from,ADP,IN
it,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Jaffa,PROPN,NNP
!,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
helps,VERB,VBZ
Sha,PROPN,NNP
're,AUX,VBP
out,ADV,RB
from,ADP,IN
the,DET,DT
box,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
Sha're,PROPN,NNP
.,PUNCT,.
Jack,PROPN,NNP
",",PUNCT,","
help,VERB,VB
me,PRON,PRP
please,INTJ,UH
.,PUNCT,.
[,PUNCT,-LRB-
He,PRON,PRP
surges,VERB,VBZ
forward,ADV,RB
but,CCONJ,CC
Carter,PROPN,NNP
and,CCONJ,CC
O'Neill,PROPN,NNP
pull,VERB,VBP
him,PRON,PRP
back,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
do,AUX,VBP
n't,PART,RB
",",PUNCT,","
do,AUX,VB
n't,PART,RB
.,PUNCT,.
TEAL,PROPN,NNP
'C,ADP,IN
Benna,PROPN,NNP
!,PUNCT,.
Ya,INTJ,UH
wan,INTJ,UH
",",PUNCT,","
ya,PRON,PRP$
daru,PROPN,NNP
!,PUNCT,.
Kneel,VERB,VB
before,ADP,IN
your,PRON,PRP$
masters,NOUN,NNS
!,PUNCT,.
[,PUNCT,-LRB-
Guards,PROPN,NNPS
move,VERB,VBP
among,ADP,IN
the,DET,DT
people,NOUN,NNS
making,VERB,VBG
them,PRON,PRP
kneel,VERB,VB
.,PUNCT,.
O'Neill,PROPN,NNP
catches,VERB,VBZ
Teal,PROPN,NNP
'c,PROPN,NNP
's,PART,POS
eye,NOUN,NN
who,PRON,WP
gives,VERB,VBZ
him,PRON,PRP
a,DET,DT
look,NOUN,NN
",",PUNCT,","
asking,VERB,VBG
him,PRON,PRP
to,PART,TO
kneel,VERB,VB
by,ADP,IN
his,PRON,PRP$
expression,NOUN,NN
.,PUNCT,.
O'Neill,PROPN,NNP
nods,VERB,VBZ
imperceptibly,ADV,RB
and,CCONJ,CC
kneels,VERB,VBZ
.,PUNCT,.
Skaara,PROPN,NNP
does,AUX,VBZ
not,PART,RB
yet,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Skaara,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
Skaara,PROPN,NNP
kneels,VERB,VBZ
.,PUNCT,.
Robed,ADJ,JJ
Goa'uld,PROPN,NNP
move,VERB,VBP
among,ADP,IN
the,DET,DT
prisoners,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
TEAL,PROPN,NNP
'C,ADP,IN
Benna,PROPN,NNP
",",PUNCT,","
ya,PRON,PRP
wan,VERB,VBP
ya,PRON,PRP$
daru,NOUN,NN
!,PUNCT,.
Choose,VERB,VB
!,PUNCT,.
[,PUNCT,-LRB-
A,DET,DT
guards,NOUN,NNS
brings,VERB,VBZ
forth,ADP,RP
a,DET,DT
prisoner,NOUN,NN
and,CCONJ,CC
holds,VERB,VBZ
him,PRON,PRP
up,ADP,RP
for,ADP,IN
the,DET,DT
Goa'uld,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
GOA,PROPN,NNP
'ULD,PROPN,NNP
No.,NOUN,NN
(,PUNCT,-LRB-
as,SCONJ,IN
the,DET,DT
guards,NOUN,NNS
toss,VERB,VBP
him,PRON,PRP
aside,ADV,RB
",",PUNCT,","
the,DET,DT
Goa'uld,PROPN,NNP
moves,VERB,VBZ
to,ADP,IN
another,DET,DT
),PUNCT,-RRB-
This,DET,DT
one,NOUN,NN
.,PUNCT,.
We,PRON,PRP
choose,VERB,VBP
this,DET,DT
one,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
She,PRON,PRP
is,AUX,VBZ
escorted,VERB,VBN
away,ADV,RB
.,PUNCT,.
Other,ADJ,JJ
Goa'uld,PROPN,NNP
approach,NOUN,NN
where,ADV,WRB
SG,PROPN,NNP
-,PUNCT,HYPH
1,NUM,CD
are,AUX,VBP
kneeling,VERB,VBG
and,CCONJ,CC
Daniel,PROPN,NNP
leaps,VERB,VBZ
forward,ADV,RB
",",PUNCT,","
grabbing,VERB,VBG
one,NUM,CD
of,ADP,IN
them,PRON,PRP
.,PUNCT,.
Guards,NOUN,NNS
prevent,VERB,VBP
O'Neill,PROPN,NNP
from,ADP,IN
interfering,VERB,VBG
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
!,PUNCT,.
GOA'ULD,PROPN,NNP
(,PUNCT,-LRB-
noting,VERB,VBG
Daniel,PROPN,NNP
),PUNCT,-RRB-
This,DET,DT
one,NOUN,NN
is,AUX,VBZ
passionate,ADJ,JJ
.,PUNCT,.
DANIEL,PROPN,NNP
How,ADV,WRB
much,ADJ,JJ
would,AUX,MD
I,PRON,PRP
remember,VERB,VB
if,SCONJ,IN
you,PRON,PRP
chose,VERB,VBD
me,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
Daniel,PROPN,NNP
",",PUNCT,","
what,PRON,WP
are,AUX,VBP
you,PRON,PRP
doing,VERB,VBG
?,PUNCT,.
[,PUNCT,-LRB-
A,DET,DT
guards,NOUN,NNS
taps,VERB,VBZ
O'Neill,PROPN,NNP
with,ADP,IN
a,DET,DT
staff,NOUN,NN
weapon,NOUN,NN
in,ADP,IN
warning,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
DANIEL,PROPN,NNP
(,PUNCT,-LRB-
distressed,VERB,VBN
),PUNCT,-RRB-
Something,PRON,NN
of,ADP,IN
the,DET,DT
host,NOUN,NN
must,AUX,MD
survive,VERB,VB
.,PUNCT,.
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,PUNCT,''
shakes,VERB,VBZ
his,PRON,PRP$
head,NOUN,NN
negatively,ADV,RB
.,PUNCT,.
O'Neill,PROPN,NNP
notices,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
GOA'ULD,PROPN,NNP
We,PRON,PRP
choose…him.,VERB,VBP
[,PUNCT,-LRB-
The,DET,DT
Goa'uld,PROPN,NNP
points,NOUN,NNS
to,ADP,IN
Skarra,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
SKAARA,PROPN,NNP
(,PUNCT,-LRB-
he,PRON,PRP
is,AUX,VBZ
grabbed,VERB,VBN
),PUNCT,-RRB-
Na,INTJ,UH
-,PUNCT,","
nay,INTJ,UH
",",PUNCT,","
na,PART,TO
nay,VERB,VB
!,PUNCT,.
O'Neill,PROPN,NNP
!,PUNCT,.
O'Neill,PROPN,NNP
!,PUNCT,.
O'NEILL,PROPN,NNP
Skaara,PROPN,NNP
!,PUNCT,.
Skaara,PROPN,NNP
!,PUNCT,.
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
jumps,VERB,VBZ
forward,ADV,RB
but,CCONJ,CC
a,DET,DT
guard,NOUN,NN
hits,VERB,VBZ
him,PRON,PRP
on,ADP,IN
the,DET,DT
nose,NOUN,NN
with,ADP,IN
a,DET,DT
staff,NOUN,NN
weapon,NOUN,NN
.,PUNCT,.
Skaara,PROPN,NNP
is,AUX,VBZ
dragged,VERB,VBN
off,ADP,RP
",",PUNCT,","
screaming,VERB,VBG
O'Neill,PROPN,NNP
's,PART,POS
name,NOUN,NN
over,ADV,RB
and,CCONJ,CC
over,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Kill,VERB,VB
the,DET,DT
rest,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
prisoners,NOUN,NNS
scream,VERB,VBP
and,CCONJ,CC
run,VERB,VB
to,ADP,IN
the,DET,DT
back,NOUN,NN
of,ADP,IN
the,DET,DT
room,NOUN,NN
as,ADP,IN
Apophis,PROPN,NNP
and,CCONJ,CC
the,DET,DT
Goa'uld,PROPN,NNP
leave,VERB,VBP
.,PUNCT,.
Teal,PROPN,NNP
'c,PROPN,NNP
and,CCONJ,CC
his,PRON,PRP$
guards,NOUN,NNS
remain,VERB,VBP
.,PUNCT,.
They,PRON,PRP
advance,VERB,VBP
and,CCONJ,CC
ready,ADJ,JJ
their,PRON,PRP$
weapons,NOUN,NNS
",",PUNCT,","
Teal,PROPN,NNP
'c,NOUN,NN
at,ADP,IN
the,DET,DT
front,NOUN,NN
of,ADP,IN
them,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
Teal,PROPN,NNP
'c,PROPN,NNP
),PUNCT,-RRB-
I,PRON,PRP
can,AUX,MD
save,VERB,VB
these,DET,DT
people,NOUN,NNS
!,PUNCT,.
Help,VERB,VB
me,PRON,PRP
!,PUNCT,.
Help,VERB,VB
me,PRON,PRP
.,PUNCT,.
TEAL,PROPN,NNP
'C,PUNCT,","
Many,ADJ,JJ
have,AUX,VBP
said,VERB,VBN
that,SCONJ,IN
.,PUNCT,.
(,PUNCT,-LRB-
He,PRON,PRP
turns,VERB,VBZ
and,CCONJ,CC
fires,VERB,VBZ
on,ADP,IN
his,PRON,PRP$
own,ADJ,JJ
guards,NOUN,NNS
",",PUNCT,","
than,SCONJ,IN
throws,VERB,VBZ
his,PRON,PRP$
weapon,NOUN,NN
to,ADP,IN
O'Neill,PROPN,NNP
.,PUNCT,.
),PUNCT,-RRB-
But,CCONJ,CC
you,PRON,PRP
are,AUX,VBP
the,DET,DT
first,ADJ,JJ
I,PRON,PRP
believe,VERB,VBP
could,AUX,MD
do,VERB,VB
it,PRON,PRP
!,PUNCT,.
[,PUNCT,-LRB-
A,DET,DT
firefight,NOUN,NN
ensues,VERB,VBZ
.,PUNCT,.
Carter,PROPN,NNP
pulls,VERB,VBZ
Daniel,PROPN,NNP
out,ADP,IN
of,ADP,IN
the,DET,DT
line,NOUN,NN
of,ADP,IN
fire,NOUN,NN
with,ADP,IN
her,PRON,PRP
.,PUNCT,.
O'Neill,PROPN,NNP
and,CCONJ,CC
Teal,PROPN,NNP
'c,PART,TO
kill,VERB,VB
the,DET,DT
guards,NOUN,NNS
and,CCONJ,CC
scare,VERB,VB
away,ADP,RP
the,DET,DT
ones,NOUN,NNS
at,ADP,IN
the,DET,DT
door,NOUN,NN
.,PUNCT,.
O'Neill,PROPN,NNP
heads,VERB,VBZ
back,ADV,RB
for,ADP,IN
the,DET,DT
back,NOUN,NN
wall,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
fellow,ADJ,JJ
prisoners,NOUN,NNS
),PUNCT,-RRB-
Get,VERB,VB
out,ADP,IN
of,ADP,IN
the,DET,DT
way,NOUN,NN
!,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
prisoners,NOUN,NNS
scatter,VERB,VBP
and,CCONJ,CC
he,PRON,PRP
fires,VERB,VBZ
at,ADP,IN
the,DET,DT
wall,NOUN,NN
",",PUNCT,","
creating,VERB,VBG
an,DET,DT
opening,NOUN,NN
.,PUNCT,.
He,PRON,PRP
checks,VERB,VBZ
it,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
All,DET,DT
right,ADV,RB
",",PUNCT,","
let,VERB,VB
's,PRON,PRP
move,VERB,VB
!,PUNCT,.
CARTER,PROPN,NNP
Come,VERB,VB
on,ADV,RB
",",PUNCT,","
come,VERB,VB
on,ADV,RB
!,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
people,NOUN,NNS
stream,VERB,VBP
through,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
Come,VERB,VB
on,ADV,RB
",",PUNCT,","
move,VERB,VB
",",PUNCT,","
go,VERB,VB
",",PUNCT,","
come,VERB,VB
on,ADV,RB
!,PUNCT,.
O'NEILL,PROPN,NNP
Come,VERB,VB
on,ADV,RB
!,PUNCT,.
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,PROPN,NNP
drops,VERB,VBZ
his,PRON,PRP$
helmet,NOUN,NN
to,ADP,IN
the,DET,DT
floor,NOUN,NN
in,ADP,IN
the,DET,DT
empty,ADJ,JJ
holding,NOUN,NN
room,NOUN,NN
and,CCONJ,CC
looks,VERB,VBZ
at,ADP,IN
the,DET,DT
dead,ADJ,JJ
Jaffa,PROPN,NNP
as,ADP,IN
O'Neill,PROPN,NNP
and,CCONJ,CC
Daniel,PROPN,NNP
help,VERB,VB
prisoners,NOUN,NNS
through,ADP,IN
the,DET,DT
opening,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
You,PRON,PRP
going,VERB,VBG
to,PART,TO
be,AUX,VB
okay,ADJ,JJ
?,PUNCT,.
[,PUNCT,-LRB-
Daniel,PROPN,NNP
pauses,VERB,VBZ
",",PUNCT,","
nods,VERB,VBZ
",",PUNCT,","
and,CCONJ,CC
leaves,VERB,VBZ
through,ADP,IN
the,DET,DT
gap,NOUN,NN
.,PUNCT,.
O'Neill,PROPN,NNP
looks,VERB,VBZ
back,ADV,RB
to,ADP,IN
Teal,PROPN,NNP
'c,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Hey,INTJ,UH
",",PUNCT,","
c'mon,INTJ,UH
!,PUNCT,.
TEAL'C,NOUN,NN
I,PRON,PRP
have,VERB,VBP
nowhere,ADV,RB
to,PART,TO
go,VERB,VB
.,PUNCT,.
O'NEILL,PROPN,NNP
For,ADP,IN
this,PRON,DT
you,PRON,PRP
can,AUX,MD
stay,VERB,VB
at,ADP,IN
my,PRON,PRP$
place,NOUN,NN
.,PUNCT,.
Let,VERB,VB
's,PRON,PRP
go,VERB,VB
.,PUNCT,.
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,NOUN,NN
looks,VERB,VBZ
around,ADV,RB
",",PUNCT,","
then,ADV,RB
joins,VERB,VBZ
O'Neill,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
What,PRON,WP
's,AUX,VBZ
your,PRON,PRP$
name,NOUN,NN
?,PUNCT,.
TEAL,NOUN,NN
'C,PROPN,NNP
Teal,PROPN,NNP
'c,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Teal,PROPN,NNP
'c,NOUN,NN
",",PUNCT,","
where,ADV,WRB
will,AUX,MD
they,PRON,PRP
take,VERB,VB
Skaara,PROPN,NNP
",",PUNCT,","
the,DET,DT
boy,NOUN,NN
?,PUNCT,.
TEAL,NOUN,NN
'C,NOUN,NN
To,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
",",PUNCT,","
after,SCONJ,IN
they,PRON,PRP
've,AUX,VBP
selected,VERB,VBN
hosts,NOUN,NNS
for,ADP,IN
their,PRON,PRP$
children,NOUN,NNS
they,PRON,PRP
will,AUX,MD
return,VERB,VB
home,ADV,RB
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
follow,VERB,VBP
the,DET,DT
stream,NOUN,NN
of,ADP,IN
prisoners,NOUN,NNS
heading,VERB,VBG
for,ADP,IN
the,DET,DT
',PUNCT,``
gate,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
INT—,PROPN,NNP
GATE,PROPN,NNP
ROOM,PROPN,NNP
[,PUNCT,-LRB-
Hammond,PROPN,NNP
is,AUX,VBZ
in,ADP,IN
his,PRON,PRP$
office,NOUN,NN
",",PUNCT,","
overlooking,VERB,VBG
the,DET,DT
',PUNCT,``
gate,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
Sir,PROPN,NNP
",",PUNCT,","
they,PRON,PRP
have,VERB,VBP
just,ADV,RB
under,ADP,IN
an,DET,DT
hour,NOUN,NN
until,ADP,IN
the,DET,DT
deadline,NOUN,NN
.,PUNCT,.
We,PRON,PRP
should,AUX,MD
've,AUX,VB
heard,VERB,VBN
from,ADP,IN
them,PRON,PRP
by,ADP,IN
now,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
A,DET,DT
lot,NOUN,NN
can,AUX,MD
happen,VERB,VB
in,ADP,IN
an,DET,DT
hour,NOUN,NN
",",PUNCT,","
Major,ADJ,JJ
.,PUNCT,.
EXT—CHULAK,PROPN,NNP
",",PUNCT,","
DAY,PROPN,NNP
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
and,CCONJ,CC
SG,PROPN,NNP
-,PUNCT,HYPH
1,NUM,CD
leads,VERB,VBZ
the,DET,DT
prisoners,NOUN,NNS
at,ADP,IN
a,DET,DT
fast,ADJ,JJ
pace,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
We,PRON,PRP
've,AUX,VBP
got,VERB,VBN
less,ADJ,JJR
than,ADP,IN
an,DET,DT
hour,NOUN,NN
",",PUNCT,","
how,ADV,WRB
we,PRON,PRP
doing,VERB,VBG
?,PUNCT,.
CARTER,PROPN,NNP
We,PRON,PRP
lost,VERB,VBD
a,DET,DT
few,ADJ,JJ
when,ADV,WRB
we,PRON,PRP
got,VERB,VBD
to,ADP,IN
the,DET,DT
forest,NOUN,NN
.,PUNCT,.
TEAL,NOUN,NN
'C,NOUN,NN
They,PRON,PRP
will,AUX,MD
be,AUX,VB
hunted,VERB,VBN
down,ADP,RP
and,CCONJ,CC
killed,VERB,VBN
.,PUNCT,.
Anyone,PRON,NN
who,PRON,WP
does,AUX,VBZ
not,PART,RB
exist,VERB,VB
to,PART,TO
serve,VERB,VB
the,DET,DT
gods,NOUN,NNS
is,AUX,VBZ
their,PRON,PRP$
enemy,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
And,CCONJ,CC
that,PRON,DT
makes,VERB,VBZ
you,PRON,PRP
…?,PUNCT,.
TEAL'C,INTJ,UH
I,PRON,PRP
am,AUX,VBP
a,DET,DT
Jaffa,PROPN,NNP
.,PUNCT,.
Bred,VERB,VBN
to,PART,TO
serve,VERB,VB
",",PUNCT,","
that,SCONJ,IN
they,PRON,PRP
may,AUX,MD
live,VERB,VB
.,PUNCT,.
DANIEL,PROPN,NNP
I…,PROPN,NNP
I,PRON,PRP
do,AUX,VBP
n't,PART,RB
understand,VERB,VB
.,PUNCT,.
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,PUNCT,''
stops,VERB,VBZ
and,CCONJ,CC
reveals,VERB,VBZ
his,PRON,PRP$
pouch,NOUN,NN
and,CCONJ,CC
his,PRON,PRP$
symbiote,NOUN,NN
.,PUNCT,.
The,DET,DT
prisoners,NOUN,NNS
nearby,ADV,RB
scream,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
What,PRON,WP
the,DET,DT
hell,NOUN,NN
is,AUX,VBZ
that,PRON,DT
?,PUNCT,.
TEAL,PROPN,NNP
'C,PUNCT,","
It,PRON,PRP
is,AUX,VBZ
an,DET,DT
infant,NOUN,NN
Goa'uld,PROPN,NNP
",",PUNCT,","
the,DET,DT
larval,NOUN,NN
form,NOUN,NN
of,ADP,IN
the,DET,DT
gods,NOUN,NNS
",",PUNCT,","
I,PRON,PRP
have,AUX,VBP
carried,VERB,VBN
one,NUM,CD
since,SCONJ,IN
I,PRON,PRP
was,AUX,VBD
a,DET,DT
child,NOUN,NN
",",PUNCT,","
as,SCONJ,IN
all,DET,DT
Jaffa,PROPN,NNP
carry,VERB,VBP
one,NUM,CD
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
resume,VERB,VBP
their,PRON,PRP$
walk,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Get,VERB,VB
it,PRON,PRP
out,ADP,IN
of,ADP,IN
there,ADV,RB
.,PUNCT,.
TEAL,NOUN,NN
'C,NOUN,NN
In,ADP,IN
exchange,NOUN,NN
for,SCONJ,IN
carrying,VERB,VBG
the,DET,DT
infant,NOUN,NN
Goa'uld,PROPN,NNP
until,ADP,IN
maturity,NOUN,NN
",",PUNCT,","
a,DET,DT
Jaffa,PROPN,NNP
receives,VERB,VBZ
perfect,ADJ,JJ
health,NOUN,NN
and,CCONJ,CC
